,Id,AcceptedAnswerId,ViewCount,AnswerCount
94679,304674,,74,2
94680,304675,,32,0
94681,304676,,820,0
94682,304679,,31,0
94683,304681,304805,25,1
94684,304682,304688,43,2
94685,304692,,73,1
94686,304693,304700,108,3
94687,304694,,288,1
94688,304696,,35,0
94689,304701,,62,1
94690,304704,,135,1
94691,304707,,66,0
94692,304712,,274,1
94693,304713,,141,0
94694,304714,304994,66,1
94695,304716,305359,48,1
94696,304721,,31,1
94697,304725,304730,1300,2
94698,304727,,65,0
94699,304728,,200,1
94700,304747,304750,411,3
94701,304749,304770,51,1
94702,304753,,18,0
94703,304759,,92,0
94704,304761,,68,1
94705,304762,304763,171,1
94706,304765,,19,0
94707,304766,,36,0
94708,304772,,42,1
94709,304775,304846,106,1
94710,304781,304789,46,1
94711,304788,,543,1
94712,304794,,106,0
94713,304795,,113,1
94714,304796,,63,3
94715,304797,305608,27,1
94716,304798,,254,1
94717,304799,,210,2
94718,304803,,35,1
94719,304808,,94,2
94720,304809,,59,1
94721,304810,304871,48,2
94722,304812,305224,347,2
94723,304813,,41,0
94724,304821,,333,1
94725,304825,,190,0
94726,304830,,54,0
94727,304835,,33,1
94728,304843,304873,49,1
94729,304844,,63,1
94730,304845,,297,1
94731,304847,,55,1
94732,304852,,25,0
94733,304853,304863,606,1
94734,304856,,131,1
94735,304857,304861,27,1
94736,304866,,361,0
94737,304868,308623,53,1
94738,304874,,199,1
94739,304876,305072,140,2
94740,304877,,34,1
94741,304878,,42,2
94742,304884,,26,0
94743,304885,304916,194,2
94744,304886,306159,63,2
94745,304897,306368,28,1
94746,304898,,65,0
94747,304901,,43,0
94748,304903,304937,44,1
94749,304905,305213,112,2
94750,304912,304926,39,1
94751,304915,,110,2
94752,304918,304921,612,1
94753,304920,,51,2
94754,304922,304924,28,1
94755,304928,,128,1
94756,304935,,96,0
94757,304938,,40,1
94758,304939,304979,117,1
94759,304941,305337,154,2
94760,304947,304956,318,1
94761,304950,,73,0
94762,304951,,656,2
94763,304952,,117,2
94764,304954,,81,2
94765,304955,,136,0
94766,304959,304961,29,1
94767,304966,,41,0
94768,304967,,90,1
94769,304972,304999,789,1
94770,304973,304978,152,1
94771,304974,,61,1
94772,304976,,30,2
94773,304980,305054,318,2
94774,304981,,125,1
94775,304986,305015,1927,1
94776,304987,305109,47,1
94777,304988,305058,169,2
94778,305009,,39,1
94779,305012,305559,111,2
94780,305017,305018,77,2
94781,305020,305083,251,1
94782,305021,,49,1
94783,305022,305252,351,2
94784,305028,,268,2
94785,305029,305038,271,1
94786,305030,,35,0
94787,305033,305060,96,3
94788,305035,305039,62,1
94789,305040,,195,0
94790,305045,,25,0
94791,305047,305079,411,1
94792,305048,,47,1
94793,305052,,88,0
94794,305056,,65,1
94795,305062,305070,540,1
94796,305064,305095,38,1
94797,305065,,32,2
94798,305067,305117,24,1
94799,305068,,266,1
94800,305069,,47,1
94801,305074,,57,1
94802,305080,305084,68,2
94803,305082,305115,51,1
94804,305085,305092,108,1
94805,305089,,131,1
94806,305091,,32,1
94807,305097,,24,1
94808,305099,,121,2
94809,305100,,66,2
94810,305110,305121,53,1
94811,305116,,87,2
94812,305123,305263,51,2
94813,305126,305196,124,3
94814,305127,,31,1
94815,305135,305154,3044,2
94816,305137,305144,39,2
94817,305145,,30,0
94818,305148,305161,207,3
94819,305150,305222,482,1
94820,305155,,834,5
94821,305159,308851,469,1
94822,305162,,53,0
94823,305168,,26,0
94824,305169,305179,224,2
94825,305177,305190,44,1
94826,305178,305488,74,1
94827,305184,305208,39,1
94828,305186,,33,0
94829,305192,,74,1
94830,305198,,110,1
94831,305199,,60,0
94832,305201,305215,158,1
94833,305202,305216,70,1
94834,305203,,153,1
94835,305205,,228,1
94836,305207,,171,1
94837,305211,,120,0
94838,305217,305334,365,3
94839,305218,,1230,0
94840,305219,,45,1
94841,305223,305226,65,1
94842,305225,,45,1
94843,305227,305228,38,1
94844,305229,,20,0
94845,305232,,133,2
94846,305235,,331,0
94847,305237,305309,40,1
94848,305238,305445,44,1
94849,305241,,299,2
94850,305244,,134,0
94851,305245,305618,163,3
94852,305246,,281,1
94853,305247,305260,1125,1
94854,305248,,79,2
94855,305250,,64,1
94856,305253,,25,1
94857,305256,305280,153,1
94858,305258,305311,339,1
94859,305259,305308,153,1
94860,305262,,148,2
94861,305265,,37,2
94862,305270,,189,2
94863,305272,305276,157,2
94864,305275,,30,1
94865,305281,,52,1
94866,305284,,20,0
94867,305285,,36,1
94868,305286,,24,1
94869,305288,308846,106,1
94870,305291,305299,28,1
94871,305294,,24,0
94872,305297,,33,1
94873,305298,305468,79,1
94874,305301,,362,1
94875,305304,,65,1
94876,305305,305318,63,1
94877,305306,305407,206,1
94878,305310,,31,0
94879,305319,305372,80,1
94880,305321,,150,0
94881,305325,,26,0
94882,305327,305329,73,2
94883,305330,,124,1
94884,305331,,68,1
94885,305332,305383,37,1
94886,305335,305861,343,3
94887,305341,305361,83,2
94888,305345,305351,29,2
94889,305349,,32,0
94890,305354,,24,0
94891,305363,305429,159,1
94892,305364,305366,44,2
94893,305365,,42,1
94894,305367,305393,22,1
94895,305370,,1439,2
94896,305375,,47,0
94897,305381,,188,2
94898,305385,,206,0
94899,305386,,994,1
94900,305395,305409,41,1
94901,305397,,19,0
94902,305399,305402,29,1
94903,305400,305417,944,2
94904,305412,,230,1
94905,305413,,26,1
94906,305416,305685,57,1
94907,305418,,463,2
94908,305420,,44,1
94909,305425,,75,3
94910,305430,,57,1
94911,305437,,20,1
94912,305438,305517,78,1
94913,305441,305442,65,1
94914,305443,,104,1
94915,305446,,400,0
94916,305447,,27,0
94917,305451,,62,1
94918,305453,,34,2
94919,305456,305462,34,1
94920,305458,,293,1
94921,305465,,194,1
94922,305467,,326,1
94923,305473,305589,27,1
94924,305475,305479,104,1
94925,305480,305489,17,1
94926,305483,,89,1
94927,305486,305495,19,1
94928,305499,,35,2
94929,305500,,25,0
94930,305501,,31,0
94931,305505,305611,42,1
94932,305508,,12,1
94933,305510,,20,0
94934,305513,,70,1
94935,305518,305526,293,1
94936,305521,,22,1
94937,305522,,179,1
94938,305528,,19,0
94939,305529,,108,0
94940,305531,305537,127,2
94941,305532,305544,16,1
94942,305534,,45,0
94943,305536,,663,1
94944,305538,305637,36,1
94945,305539,305640,98,3
94946,305541,305543,1734,2
94947,305545,305554,64,1
94948,305551,,29,1
94949,305552,,24,1
94950,305553,,100,0
94951,305555,,227,0
94952,305556,,121,1
94953,305562,,116,1
94954,305565,305581,96,1
94955,305566,379352,37,1
94956,305567,,240,1
94957,305568,305571,29,1
94958,305580,305806,386,2
94959,305582,,34,0
94960,305591,,708,3
94961,305594,,71,1
94962,305595,,52,1
94963,305605,305606,35,1
94964,305609,,24,1
94965,305610,,334,2
94966,305617,,33,1
94967,305620,,578,2
94968,305621,,17,0
94969,305623,305636,421,1
94970,305627,305630,17,1
94971,305628,,28,0
94972,305631,305767,412,1
94973,305632,305730,65,1
94974,305638,,238,0
94975,305641,,209,0
94976,305642,305647,27,1
94977,305643,,70,1
94978,305645,,29,0
94979,305646,305650,49,1
94980,305651,,195,1
94981,305653,,235,1
94982,305657,310672,102,1
94983,305659,305664,35,1
94984,305660,,29,1
94985,305663,305698,40,1
94986,305665,305686,37,1
94987,305667,305669,39,1
94988,305668,305780,494,1
94989,305670,,39,1
94990,305672,,80,1
94991,305673,305680,80,1
94992,305674,,57,1
94993,305675,,368,1
94994,305677,305715,940,2
94995,305678,307470,55,1
94996,305683,,43,1
94997,305684,305697,448,1
94998,305691,,76,1
94999,305694,,254,1
95000,305695,,1727,1
95001,305700,,23,1
95002,305701,,88,1
95003,305703,,386,1
95004,305708,305714,56,1
95005,305710,,67,0
95006,305711,305844,473,1
95007,305717,,166,1
95008,305718,305723,61,2
95009,305722,,104,0
95010,305725,305740,70,1
95011,305726,,105,1
95012,305728,305792,45,1
95013,305729,,215,2
95014,305732,333080,133,2
95015,305736,305741,21,1
95016,305738,,45,1
95017,305745,,679,1
95018,305746,,353,0
95019,305747,,54,1
95020,305751,305769,612,1
95021,305755,,49,1
95022,305757,305764,55,1
95023,305759,,38,1
95024,305760,305762,55,1
95025,305770,,969,4
95026,305773,305789,59,1
95027,305776,305779,113,1
95028,305778,,22,0
95029,305782,,400,2
95030,305788,,361,1
95031,305791,305797,249,2
95032,305795,,36,0
95033,305798,,12,0
95034,305800,305809,86,1
95035,305804,305811,543,1
95036,305805,,1446,1
95037,305808,305810,37,1
95038,305813,305822,33,1
95039,305814,,25,1
95040,305817,,93,0
95041,305818,305821,83,1
95042,305820,,34,1
95043,305823,,106,1
95044,305824,305826,109,1
95045,305827,,1454,2
95046,305829,,30,0
95047,305833,,64,1
95048,305840,305859,83,1
95049,305850,305874,536,1
95050,305852,,26,0
95051,305854,,40,0
95052,305856,305863,80,1
95053,305857,305864,27,1
95054,305858,305891,352,2
95055,305860,,30,1
95056,305862,,77,1
95057,305865,,66,1
95058,305866,,22,1
95059,305867,305879,133,3
95060,305869,,1245,1
95061,305877,305906,42,1
95062,305883,305915,61,2
95063,305885,,27,0
95064,305889,,33,2
95065,305890,305987,20,1
95066,305892,305897,798,2
95067,305898,,202,0
95068,305904,,21,2
95069,305905,,20,0
95070,305908,,665,1
95071,305909,,77,1
95072,305910,,14,0
95073,305913,305919,552,1
95074,305914,,19,0
95075,305921,,26,1
95076,305924,,13,1
95077,305927,,20,0
95078,305928,,49,1
95079,305930,,35,1
95080,305931,,23,0
95081,305932,,132,2
95082,305933,,241,3
95083,305935,,59,1
95084,305938,305958,42,1
95085,305939,,51,1
95086,305943,,84,1
95087,305947,,156,1
95088,305948,305949,69,1
95089,305950,305963,62,2
95090,305951,,19,0
95091,305953,,56,1
95092,305955,,1293,1
95093,305956,305977,58,1
95094,305959,305972,46,2
95095,305960,306906,79,1
95096,305964,,353,1
95097,305976,305978,35,2
95098,305981,306073,57,1
95099,305982,,814,0
95100,305983,306018,158,1
95101,305986,,254,0
95102,305988,305997,60,1
95103,305989,305991,45,1
95104,305992,305998,46,1
95105,305994,,30,0
95106,306000,,121,0
95107,306003,,48,1
95108,306005,,43,0
95109,306006,,41,1
95110,306007,,105,0
95111,306012,,1179,2
95112,306013,,141,0
95113,306021,,18,0
95114,306022,306045,40,1
95115,306025,309360,78,1
95116,306032,,30,0
95117,306034,,37,0
95118,306037,326876,201,1
95119,306039,306042,1005,2
95120,306044,,113,1
95121,306048,306321,104,1
95122,306055,306989,15,1
95123,306056,,223,1
95124,306057,,20,1
95125,306059,,28,0
95126,306061,,237,0
95127,306063,306094,68,1
95128,306065,,34,1
95129,306066,306085,483,2
95130,306070,306116,75,1
95131,306076,,33,1
95132,306077,,69,1
95133,306079,,250,0
95134,306080,,138,1
95135,306081,,4670,1
95136,306088,,62,0
95137,306091,,219,0
95138,306092,306096,644,2
95139,306093,306126,477,3
95140,306101,,329,1
95141,306102,306105,39,1
95142,306103,309007,182,1
95143,306106,,21,0
95144,306107,306108,438,1
95145,306109,,209,1
95146,306111,,158,0
95147,306112,,11,0
95148,306113,,44,0
95149,306114,,24,1
95150,306118,,28,0
95151,306120,,14,1
95152,306124,,113,1
95153,306127,306130,48,1
95154,306134,,177,1
95155,306135,,39,0
95156,306137,,65,0
95157,306139,311399,59,2
95158,306143,,38,0
95159,306145,,114,0
95160,306147,,33,0
95161,306155,306478,24,2
95162,306157,306169,77,1
95163,306158,,224,1
95164,306166,,20,1
95165,306167,,42,1
95166,306170,,50,1
95167,306172,,329,0
95168,306173,306194,401,2
95169,306176,306184,43,1
95170,306182,306905,1745,1
95171,306188,,224,1
95172,306189,,58,0
95173,306197,,2588,1
95174,306200,308418,346,1
95175,306205,306290,92,1
95176,306207,,114,1
95177,306211,306322,52,1
95178,306212,,24,0
95179,306215,318151,60,1
95180,306216,306240,32,1
95181,306218,,247,2
95182,306219,306225,779,3
95183,306221,,76,1
95184,306222,,53,1
95185,306223,,157,1
95186,306224,306270,189,2
95187,306229,306234,250,1
95188,306230,,84,2
95189,306232,,31,0
95190,306233,306247,98,1
95191,306243,,69,1
95192,306253,,39,1
95193,306256,,230,1
95194,306258,,274,1
95195,306264,,99,1
95196,306265,306287,28,1
95197,306268,,158,0
95198,306269,306603,436,1
95199,306272,,106,1
95200,306275,306277,120,1
95201,306278,,45,1
95202,306281,306293,3679,1
95203,306283,,24,0
95204,306284,306285,1847,2
95205,306295,306296,203,2
95206,306297,,231,0
95207,306303,,39,1
95208,306305,306308,33,1
95209,306306,306332,82,1
95210,306307,,169,1
95211,306310,,281,1
95212,306313,,17,1
95213,306315,,76,0
95214,306317,306323,19,1
95215,306318,,48,0
95216,306325,,532,1
95217,306326,,277,1
95218,306328,306341,49,1
95219,306329,,88,0
95220,306330,,107,0
95221,306334,,64,0
95222,306336,309343,31,1
95223,306340,,246,0
95224,306342,,28,0
95225,306345,306372,36,1
95226,306346,,123,0
95227,306347,,51,0
95228,306351,306544,59,3
95229,306357,306361,34,1
95230,306358,307225,112,1
95231,306360,,526,1
95232,306362,,26,0
95233,306364,,31,1
95234,306369,,183,0
95235,306370,,146,1
95236,306374,306419,362,3
95237,306375,306393,94,1
95238,306377,,38,0
95239,306379,,60,0
95240,306382,,369,1
95241,306384,,34,1
95242,306387,306420,78,1
95243,306388,,37,0
95244,306389,,41,0
95245,306390,306404,109,2
95246,306395,,505,1
95247,306396,,19,0
95248,306398,306436,42,1
95249,306401,306408,131,1
95250,306411,,646,3
95251,306413,306415,52,1
95252,306414,306810,629,1
95253,306416,306422,90,2
95254,306417,,54,1
95255,306421,,152,1
95256,306427,,23,0
95257,306430,,22,1
95258,306432,,273,1
95259,306438,,46,2
95260,306440,,77,4
95261,306450,306815,664,2
95262,306451,306470,48,1
95263,306452,,48,1
95264,306456,,33,0
95265,306457,306472,38,1
95266,306463,306599,54,1
95267,306466,,34,0
95268,306467,,199,2
95269,306480,,309,0
95270,306482,,49,0
95271,306483,,22,0
95272,306484,306496,36,1
95273,306487,306594,50,1
95274,306488,,67,1
95275,306498,,31,2
95276,306504,,33,2
95277,306505,306513,96,1
95278,306507,306528,208,2
95279,306509,,36,1
95280,306510,,47,0
95281,306511,,62,0
95282,306514,306516,84,1
95283,306517,,247,1
95284,306518,307334,278,1
95285,306520,,42,1
95286,306527,,28,1
95287,306529,306855,69,1
95288,306530,,35,0
95289,306532,,153,2
95290,306541,,43,0
95291,306542,306556,39,2
95292,306543,,35,2
95293,306545,,32,0
95294,306548,,245,2
95295,306550,,294,3
95296,306558,309004,236,2
95297,306564,,23,0
95298,306565,,21,0
95299,306567,,109,1
95300,306571,306672,52,2
95301,306573,306576,466,1
95302,306575,306871,44,2
95303,306577,306590,1387,1
95304,306580,306604,48,1
95305,306584,,36,1
95306,306585,,42,1
95307,306592,,32,1
95308,306593,306595,75,1
95309,306606,,37,1
95310,306607,307402,11,1
95311,306609,,56,0
95312,306610,306615,30,1
95313,306611,,69,0
95314,306613,306687,267,1
95315,306618,306656,51,1
95316,306619,,42,2
95317,306620,,38,0
95318,306621,306655,73,2
95319,306627,,45,1
95320,306629,,19,0
95321,306630,306634,52,1
95322,306636,,46,2
95323,306638,,181,1
95324,306639,,34,0
95325,306647,,178,0
95326,306650,306661,77,1
95327,306653,,54,1
95328,306654,307032,16,1
95329,306660,306751,76,1
95330,306662,306705,256,2
95331,306667,307212,152,1
95332,306673,,166,1
95333,306674,309066,99,1
95334,306676,306690,103,2
95335,306679,,39,0
95336,306680,,38,0
95337,306681,,47,1
95338,306685,,15,0
95339,306691,,29,0
95340,306692,,45,1
95341,306693,307815,51,2
95342,306696,,767,2
95343,306698,306784,70,3
95344,306704,,50,1
95345,306706,,495,1
95346,306710,,25,1
95347,306711,306730,46,1
95348,306714,306796,135,1
95349,306715,306744,41,1
95350,306718,306725,1678,3
95351,306722,,100,1
95352,306731,,212,2
95353,306732,,86,1
95354,306735,,163,0
95355,306737,,24,0
95356,306738,,138,0
95357,306741,,23,0
95358,306745,,802,1
95359,306750,306769,109,1
95360,306754,306843,118,2
95361,306755,,146,2
95362,306757,306780,123,1
95363,306758,307289,284,1
95364,306763,306764,1717,5
95365,306770,,224,1
95366,306771,306785,40,1
95367,306773,,56,1
95368,306775,,307,1
95369,306776,307573,103,2
95370,306778,306848,71,2
95371,306783,,1227,0
95372,306786,306853,37,1
95373,306790,,32,0
95374,306792,,54,2
95375,306793,,243,0
95376,306795,,36,0
95377,306797,,106,1
95378,306798,306831,31,1
95379,306806,306839,396,1
95380,306811,306813,51,1
95381,306816,,30,0
95382,306822,,71,0
95383,306823,,33,1
95384,306824,,102,1
95385,306826,306835,111,2
95386,306828,306952,22,1
95387,306830,306840,28,1
95388,306833,,319,3
95389,306837,,201,1
95390,306838,,361,2
95391,306845,,1533,2
95392,306847,306852,88,1
95393,306854,306867,359,3
95394,306856,,277,1
95395,306859,,49,1
95396,306862,,39,2
95397,306870,,89,1
95398,306874,306979,260,1
95399,306875,,1439,2
95400,306885,,25,1
95401,306888,,66,1
95402,306891,,23,0
95403,306892,,360,1
95404,306895,,26,1
95405,306898,,34,1
95406,306899,307134,91,2
95407,306904,,26,1
95408,306908,,37,0
95409,306912,310564,153,1
95410,306913,,12,0
95411,306914,,74,2
95412,306915,,31,1
95413,306921,,1354,0
95414,306922,307038,47,1
95415,306926,306978,67,2
95416,306928,,26,0
95417,306930,,171,1
95418,306931,307222,38,2
95419,306937,,27,1
95420,306941,307036,49,1
95421,306944,307055,128,1
95422,306947,306957,1462,4
95423,306948,,970,3
95424,306955,,48,1
95425,306958,306998,34,1
95426,306962,,12,0
95427,306963,,92,0
95428,306964,,89,1
95429,306967,,36,2
95430,306969,,31,0
95431,306970,306983,97,1
95432,306972,322853,47,1
95433,306976,,144,2
95434,306981,,62,2
95435,306982,,121,1
95436,306984,,367,0
95437,306987,,64,0
95438,306993,306997,32,1
95439,306995,307024,41,1
95440,306996,307002,43,1
95441,306999,,79,0
95442,307003,307011,55,3
95443,307004,,188,1
95444,307006,,69,1
95445,307007,,15,0
95446,307008,,110,1
95447,307014,,252,0
95448,307017,307025,54,1
95449,307018,329056,52,1
95450,307019,,97,1
95451,307020,,147,1
95452,307021,,31,1
95453,307022,,149,1
95454,307027,,63,1
95455,307029,,49,1
95456,307037,,55,0
95457,307039,307042,24,1
95458,307043,307046,83,1
95459,307052,307064,366,1
95460,307057,,222,2
95461,307059,307092,461,2
95462,307061,,32,1
95463,307062,307066,845,2
95464,307067,,229,1
95465,307068,,52,1
95466,307072,,49,0
95467,307077,,368,1
95468,307082,,82,1
95469,307083,,62,1
95470,307085,307113,2980,1
95471,307095,,87,1
95472,307096,,29,1
95473,307105,307148,47,2
95474,307110,,46,0
95475,307111,,28,1
95476,307115,,196,1
95477,307116,307122,24,1
95478,307117,307130,158,1
95479,307118,307132,31,1
95480,307124,307259,1762,1
95481,307125,,61,1
95482,307129,307133,224,1
95483,307135,307144,477,1
95484,307137,,25,0
95485,307146,,504,1
95486,307152,,185,2
95487,307154,,42,1
95488,307161,307173,103,1
95489,307163,,18,0
95490,307168,,79,2
95491,307174,307196,67,1
95492,307176,307180,48,1
95493,307177,307183,24,2
95494,307178,307193,123,1
95495,307185,,1807,1
95496,307186,,85,4
95497,307188,307246,243,2
95498,307189,,63,1
95499,307191,,21,0
95500,307195,307230,79,1
95501,307199,,74,0
95502,307201,307206,476,2
95503,307202,,96,0
95504,307208,,52,1
95505,307218,307569,397,1
95506,307231,,36,1
95507,307235,,72,0
95508,307236,307310,28,1
95509,307237,,17,1
95510,307239,,24,1
95511,307240,,276,1
95512,307241,,14,1
95513,307242,307281,48,2
95514,307245,307247,245,1
95515,307255,,85,1
95516,307256,307271,985,2
95517,307261,307274,22,1
95518,307263,,57,0
95519,307264,307273,26,1
95520,307266,307385,41,1
95521,307268,,33,1
95522,307272,,237,1
95523,307275,,241,0
95524,307276,307280,22,1
95525,307277,,44,1
95526,307278,307309,66,1
95527,307279,,28,0
95528,307282,307350,89,1
95529,307284,,128,0
95530,307286,,35,0
95531,307288,307296,324,1
95532,307290,,54,1
95533,307294,307671,28,1
95534,307299,307326,1570,2
95535,307300,307317,33,1
95536,307301,310116,104,1
95537,307302,,773,1
95538,307303,,69,1
95539,307305,,39,1
95540,307308,,55,1
95541,307314,,18,0
95542,307319,,25,1
95543,307320,307327,256,1
95544,307325,,638,1
95545,307333,307566,46,1
95546,307338,,52,1
95547,307339,,51,1
95548,307341,307409,113,1
95549,307344,307348,73,2
95550,307345,307349,49,1
95551,307346,,289,1
95552,307347,307355,160,1
95553,307359,,36,0
95554,307362,,39,1
95555,307364,,50,0
95556,307369,307457,235,2
95557,307370,,62,1
95558,307377,307687,15,1
95559,307380,,49,0
95560,307382,,55,1
95561,307386,,33,1
95562,307388,,24,0
95563,307390,,334,1
95564,307391,307392,146,2
95565,307396,,136,1
95566,307404,307715,314,2
95567,307405,,30,0
95568,307414,307437,50,1
95569,307415,307423,204,2
95570,307418,307428,51,1
95571,307420,,5,0
95572,307421,,13,0
95573,307425,307456,274,1
95574,307426,,334,1
95575,307430,307435,433,1
95576,307440,,107,0
95577,307443,307454,851,2
95578,307447,307461,886,1
95579,307449,,182,1
95580,307452,,36,0
95581,307455,307458,225,1
95582,307459,307462,47,1
95583,307460,,83,0
95584,307464,307476,31,1
95585,307465,,34,1
95586,307473,,57,0
95587,307475,,123,1
95588,307479,,32,0
95589,307481,307494,56,1
95590,307483,,100,1
95591,307484,307486,36,1
95592,307485,307489,31,1
95593,307487,307499,327,1
95594,307488,307495,403,1
95595,307490,,78,1
95596,307491,307524,1914,1
95597,307492,,33,1
95598,307497,,39,2
95599,307498,307508,60,3
95600,307500,,14,0
95601,307501,,28,0
95602,307502,,133,0
95603,307511,307514,44,1
95604,307513,,77,1
95605,307515,307567,197,1
95606,307516,,183,0
95607,307517,307727,49,1
95608,307519,307525,77,1
95609,307520,,41,1
95610,307522,,376,1
95611,307528,307542,49,1
95612,307529,,33,0
95613,307530,,270,1
95614,307534,307547,179,1
95615,307535,,52,1
95616,307537,,78,0
95617,307538,,164,1
95618,307539,307546,47,1
95619,307543,308235,40,2
95620,307544,,79,0
95621,307550,,27,0
95622,307551,,74,1
95623,307552,307648,122,3
95624,307554,307558,87,1
95625,307559,307561,32,1
95626,307562,,53,0
95627,307564,,11,0
95628,307565,,86,2
95629,307570,307581,148,1
95630,307572,,130,4
95631,307575,,45,0
95632,307580,307776,38,1
95633,307582,,83,1
95634,307584,,58,0
95635,307585,,60,0
95636,307586,,195,0
95637,307592,,61,1
95638,307596,307638,2278,3
95639,307597,,43,2
95640,307603,,24,0
95641,307605,,26,1
95642,307607,307645,51,1
95643,307611,,38,1
95644,307612,,72,0
95645,307614,,1064,1
95646,307616,308232,374,1
95647,307617,,251,0
95648,307619,307620,18,1
95649,307622,307718,16,1
95650,307626,307633,66,2
95651,307627,307714,181,1
95652,307629,307766,205,2
95653,307630,307656,117,3
95654,307631,,56,1
95655,307636,,32,1
95656,307637,,99,1
95657,307639,,73,1
95658,307646,,36,0
95659,307649,307657,25,2
95660,307650,,216,1
95661,307652,,17,0
95662,307654,,17,0
95663,307658,307661,20,1
95664,307660,307662,20,1
95665,307663,,46,1
95666,307664,,39,1
95667,307665,,256,1
95668,307668,,6,0
95669,307672,,22,1
95670,307675,307720,140,2
95671,307682,307713,151,2
95672,307692,307698,88,1
95673,307697,,34,1
95674,307701,,331,2
95675,307705,,26,1
95676,307707,307761,13,1
95677,307708,,49,1
95678,307711,,26,0
95679,307716,,89,1
95680,307717,307723,87,1
95681,307719,,91,0
95682,307725,,63,2
95683,307726,,51,1
95684,307728,307872,4629,3
95685,307731,307888,185,1
95686,307732,,60,0
95687,307733,,137,2
95688,307736,307764,178,1
95689,307740,,160,2
95690,307747,307758,55,1
95691,307748,,153,2
95692,307750,307752,149,1
95693,307753,307756,39,1
95694,307760,,20,1
95695,307763,307767,32,1
95696,307771,307938,91,1
95697,307774,308174,135,1
95698,307777,307964,571,1
95699,307778,,19,0
95700,307779,307790,202,2
95701,307780,,671,1
95702,307784,323184,68,1
95703,307788,,36,1
95704,307791,307794,83,1
95705,307795,307809,134,1
95706,307803,307831,84,1
95707,307804,,85,0
95708,307805,,26,1
95709,307810,307826,79,1
95710,307812,,35,1
95711,307816,,38,1
95712,307817,307855,35,1
95713,307820,,27,1
95714,307821,307825,265,1
95715,307830,,42,2
95716,307833,307983,40,1
95717,307837,307863,74,1
95718,307841,,32,0
95719,307842,,15,1
95720,307847,307856,33,1
95721,307848,307853,1644,2
95722,307849,308136,85,1
95723,307860,,90,1
95724,307862,,357,0
95725,307867,314068,299,1
95726,307868,307871,304,2
95727,307870,,42,1
95728,307874,,59,1
95729,307875,307885,91,2
95730,307878,,60,0
95731,307882,307892,41,1
95732,307883,,119,2
95733,307891,,31,1
95734,307896,307899,52,2
95735,307902,,45,1
95736,307907,,70,1
95737,307908,,29,1
95738,307912,307923,221,2
95739,307916,,33,1
95740,307925,,27,1
95741,307930,307936,78,1
95742,307933,307972,41,1
95743,307935,,2257,3
95744,307944,307949,44,1
95745,307946,,39,0
95746,307947,,452,1
95747,307948,,60,2
95748,307951,307960,30,1
95749,307952,,29,0
95750,307953,,42,0
95751,307954,,14,0
95752,307958,,51,0
95753,307962,,120,1
95754,307963,,304,1
95755,307966,307969,91,1
95756,307971,308319,29,1
95757,307973,307980,1007,1
95758,307975,307976,39,1
95759,307979,308010,53,1
95760,307984,,39,1
95761,307987,,225,0
95762,307990,308026,177,1
95763,307993,,202,1
95764,307994,,1090,1
95765,308003,,269,4
95766,308011,,52,1
95767,308013,308069,309,4
95768,308017,308943,20,1
95769,308018,308032,72,2
95770,308027,308053,859,1
95771,308029,308081,61,1
95772,308036,,58,0
95773,308039,,58,2
95774,308040,308041,30,1
95775,308048,,22,1
95776,308055,308108,51,1
95777,308056,308089,39,3
95778,308059,308150,216,2
95779,308063,,50,0
95780,308065,308220,25,1
95781,308067,,23,0
95782,308072,308195,34,1
95783,308074,,67,0
95784,308077,,25,1
95785,308078,308940,118,1
95786,308080,,1205,1
95787,308087,,24,0
95788,308090,,53,0
95789,308091,,27,1
95790,308092,308093,35,1
95791,308094,,473,2
95792,308100,,142,0
95793,308102,308670,57,1
95794,308106,308156,56,1
95795,308107,,48,1
95796,308111,308115,158,1
95797,308114,,20,1
95798,308116,,46,1
95799,308118,308166,245,1
95800,308120,,419,2
95801,308125,,36,0
95802,308127,,230,1
95803,308131,308421,40,1
95804,308132,,22,0
95805,308134,308310,100,1
95806,308137,,426,2
95807,308139,308201,269,2
95808,308141,308147,577,2
95809,308145,308183,45,1
95810,308148,,308,1
95811,308158,,121,1
95812,308159,,143,1
95813,308164,,21,1
95814,308170,,51,0
95815,308171,,23,1
95816,308175,308184,16,1
95817,308176,308178,271,1
95818,308179,310802,276,2
95819,308180,,57,2
95820,308181,,15,1
95821,308186,308316,30,1
95822,308188,,57,1
95823,308189,308193,77,1
95824,308198,,21,0
95825,308200,,37,1
95826,308204,,43,0
95827,308205,,140,2
95828,308206,,97,0
95829,308207,308216,18,1
95830,308217,,210,0
95831,308219,308223,35,1
95832,308222,308225,29,1
95833,308226,,43,0
95834,308228,308239,103,2
95835,308230,,12,1
95836,308231,308250,1358,1
95837,308233,,30,0
95838,308237,308251,72,1
95839,308238,,104,1
95840,308240,308254,28,1
95841,308243,,37,3
95842,308244,308292,70,1
95843,308247,,96,2
95844,308249,,56,0
95845,308253,,143,1
95846,308255,308256,112,1
95847,308258,308318,63,1
95848,308259,308338,87,1
95849,308261,,21,1
95850,308262,,32,1
95851,308265,308311,45,1
95852,308267,,72,1
95853,308268,308519,49,1
95854,308270,,138,2
95855,308273,308317,45,1
95856,308277,,31,0
95857,308279,356155,173,1
95858,308281,,352,2
